,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,score,user score,developer,players,critics,users
162,Halo 5: Guardians,XOne,2015.0,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26,84,6.4,343Industries,Up to 24 ,101,3266
163,Super Mario 3D World,WiiU,2013.0,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25,93,8.9,Nintendo,No Online Multiplayer,83,2001
164,Batman: Arkham Asylum,PS3,2009.0,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,91,8.9,RocksteadyStudios,No Online Multiplayer,70,1498
165,Assassin's Creed: Revelations,PS3,2011.0,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24,80,7.6,UbisoftMontreal,Up to 8 ,39,770
166,Namco Museum,GBA,2001.0,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,79,7.6,MassMedia,No info,10,10
167,Metal Gear Solid 3: Snake Eater,PS2,2004.0,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,91,9.1,KCEJ,1 Player,68,1523
168,FIFA Soccer 06,PS2,2005.0,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,80,7.8,EACanada,4  Online,32,52
169,Uncharted 4: A Thief's End,PS4,2016.0,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2,93,8.5,NaughtyDog,Up to 10 ,113,12333
170,Assassin's Creed: Revelations,X360,2011.0,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,80,7.3,UbisoftMontreal,Up to 8 ,77,677
171,Street Fighter IV,PS3,2009.0,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19,94,7.4,Capcom,2  Online,61,391
172,Madden NFL 2003,PS2,2002.0,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95,7.5,EASports,1-2 ,25,66
173,Watch Dogs,PS4,2014.0,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14,80,6.4,UbisoftMontreal,Up to 8 ,80,3409
174,The Legend of Zelda: Skyward Sword,Wii,2011.0,Action,Nintendo,2.14,1.2,0.37,0.4,4.1,93,8.1,Nintendo,No Online Multiplayer,81,2401
175,Carnival Games,Wii,2007.0,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1,56,6.0,CatDaddyGames,No Online Multiplayer,27,46
176,Fallout 4,XOne,2015.0,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,88,6.5,BethesdaGameStudios,No Online Multiplayer,39,2042
177,World of Warcraft: The Burning Crusade,PC,2007.0,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,91,8.1,BlizzardEntertainment,Massively Multiplayer,46,1041
178,Fallout: New Vegas,X360,2010.0,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08,84,8.4,ObsidianEntertainment,No Online Multiplayer,81,964
179,God of War II,PS2,2007.0,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93,8.9,SCESantaMonica,1 Player,70,1215
180,Forza Motorsport 2,X360,2007.0,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06,90,8.3,Turn10,8  Online,66,401
181,Tekken Tag Tournament,PS2,2000.0,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85,8.4,Namco,1-4 ,25,159
182,Far Cry 4,PS4,2014.0,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03,85,7.7,UbisoftMontreal,Up to 10 ,83,2197
183,Star Fox 64,N64,1997.0,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,88,8.8,Nintendo,1-4 ,16,255
184,Fallout 3,PS3,2008.0,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01,90,7.9,BethesdaGameStudios,No Online Multiplayer,57,1067
185,Left 4 Dead 2,X360,2009.0,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99,89,8.5,ValveSoftware,Up to 8 ,76,754
186,EA Sports Active,Wii,2009.0,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92,81,8.2,EACanada,No info,27,41
187,Tony Hawk's Underground,PS2,2003.0,Sports,Activision,2.29,1.17,0.01,0.42,3.9,90,8.7,NeversoftEntertainment,1-8 ,38,156
188,Assassin's Creed IV: Black Flag,PS3,2013.0,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89,88,8.2,Ubisoft,Up to 8 ,36,1004
189,The Elder Scrolls V: Skyrim,PC,2011.0,Role-Playing,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88,94,8.3,BethesdaGameStudios,No Online Multiplayer,32,11301
190,Tekken 5,PS2,2005.0,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88,8.6,Namco,1-2 ,62,364
191,Sports Champions,PS3,2010.0,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87,76,7.9,"SCEA,ZindagiGames",No Online Multiplayer,64,118
192,NBA 2K16,PS4,2015.0,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85,87,6.7,VisualConcepts,Up to 10 ,51,436
193,Flash Focus: Vision Training in Minutes a Day,DS,2007.0,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84,59,4.4,"Nintendo,NamcoBandaiGames",1-2 ,22,5
194,Mario & Luigi: Bowser's Inside Story,DS,2009.0,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83,90,8.8,AlphadreamCorporation,No Online Multiplayer,58,366
195,Big Brain Academy: Wii Degree,Wii,2007.0,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82,68,7.0,Nintendo,1-8 ,33,41
196,Batman: Arkham Knight,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79,87,7.9,RocksteadyStudios,No Online Multiplayer,89,3981
197,Mario & Sonic at the London 2012 Olympic Games,Wii,2011.0,Sports,Sega,1.14,1.91,0.27,0.46,3.78,66,7.7,"Racjin,SegaSportsR&D",No info,38,58
198,LEGO Indiana Jones: The Original Adventures,X360,2008.0,Action,Activision,2.4,1.03,0.0,0.36,3.78,77,7.8,Traveller'sTales,No Online Multiplayer,60,93
199,The Sims: Unleashed,PC,2002.0,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,79,7.6,Maxis,1 Player,21,33
200,Super Paper Mario,Wii,2007.0,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76,85,8.1,IntelligentSystems,No Online Multiplayer,56,578
201,Harry Potter and the Sorcerer's Stone,PS,2001.0,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,64,7.5,ArgonautGames,1 Player,11,80
202,The Witcher 3: Wild Hunt,PS4,2015.0,Role-Playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73,92,9.2,CDProjektRedStudio,No Online Multiplayer,79,15749
203,Spyro: Year of the Dragon,PS,2000.0,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,91,8.9,InsomniacGames,1 Player,15,345
204,FIFA Soccer 2005,PS2,2004.0,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,81,7.5,EACanada,1-8 ,27,61
205,Battlefield 4,PS3,2013.0,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69,80,5.9,EADICE,Up to 22 ,14,618
206,MySims,DS,2007.0,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69,67,7.0,TOSE,1 Player,15,18
207,Tony Hawk's Pro Skater 4,PS2,2002.0,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94,8.4,NeversoftEntertainment,1-8 ,27,182
208,Banjo-Kazooie,N64,1998.0,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,92,9.1,RareLtd.,1 Player,19,472
209,SOCOM: U.S. Navy SEALs,PS2,2002.0,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82,8.0,ZipperInteractive,1-16 ,42,89
210,Gran Turismo 6,PS3,2013.0,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64,81,8.0,PolyphonyDigital,Up to 16 ,81,915
211,Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90,8.8,NaughtyDog,1 Player,35,466
212,Pokemon Snap,N64,1999.0,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,77,7.5,Hal,1 Player,15,147
213,FIFA Soccer 10,PS3,2009.0,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63,91,7.6,EASports,No info,56,225
214,Call of Duty: Ghosts,PS4,2013.0,Shooter,Activision,1.78,1.42,0.05,0.38,3.63,78,3.9,InfinityWard,Up to 18 ,49,1684
215,Resident Evil 4,PS2,2005.0,Action,Capcom,2.08,0.83,0.46,0.25,3.62,96,9.0,Capcom,1 Player,38,1628
216,Tom Clancy's The Division,PS4,2016.0,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61,80,7.0,MassiveEntertainment,Up to 24 ,63,2529
217,Star Wars: Battlefront,PS2,2004.0,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,82,8.7,PandemicStudios,16  Online,36,174
218,Cooking Mama 2: Dinner With Friends,DS,2007.0,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61,70,8.1,OfficeCreate,4  Online,39,10
219,Luigi's Mansion,GC,2001.0,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,78,8.6,Nintendo,1 Player,34,275
220,Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,78,7.8,RockstarLeeds,1 Player,49,158
221,James Bond 007: Agent Under Fire,PS2,2001.0,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,72,7.9,EARedwoodShores,1-4 ,27,57
222,Battlefield 4,X360,2013.0,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53,79,5.7,EADICE,Up to 24 ,21,560
223,FIFA Soccer 11,X360,2010.0,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53,88,7.5,EASports,Up to 22 ,66,161
224,Left 4 Dead,X360,2008.0,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52,89,7.9,CertainAffinity,No info,67,1360
225,Mario & Sonic at the Olympic Winter Games,DS,2009.0,Sports,Sega,1.22,1.66,0.27,0.38,3.52,76,8.0,"Sega,SegaSportsR&D",No info,25,40
226,Resident Evil 5,X360,2009.0,Action,Capcom,2.11,0.94,0.12,0.34,3.51,83,7.5,Capcom,Up to 4 ,91,646
227,Assassin's Creed: Brotherhood,X360,2010.0,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5,89,8.4,UbisoftMontreal,Up to 8 ,81,824
228,Batman: Arkham Asylum,X360,2009.0,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5,92,8.8,RocksteadyStudios,No Online Multiplayer,78,1253
229,Clubhouse Games,DS,2006.0,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5,83,7.8,Agenda,Up to 8 ,30,31
230,Battlefield: Bad Company 2,X360,2010.0,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48,88,8.6,EADICE,Up to 24 ,75,929
231,Guitar Hero: On Tour,DS,2008.0,Misc,Activision,2.11,1.01,0.01,0.35,3.48,71,8.2,VicariousVisions,2  Online,70,34
232,Far Cry 3,PS3,2012.0,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45,90,8.5,UbisoftMontreal,Up to 4 ,32,1235
233,Borderlands,X360,2009.0,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44,84,8.2,GearboxSoftware,Up to 4 ,83,784
234,Tekken 4,PS2,2002.0,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,79,8.2,Namco,1-2 ,23,170
235,Battlefield 4,PS4,2013.0,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43,85,7.1,EADICE,Up to 64 ,18,1997
236,LittleBigPlanet 2,PS3,2011.0,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42,91,8.6,MediaMolecule,4  Online,86,754
237,Spider-Man 2,PS2,2004.0,Action,Activision,1.75,1.2,0.02,0.43,3.41,80,8.7,Treyarch,1 Player,50,212
238,FIFA Soccer 2003,PS2,2002.0,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,88,6.6,EACanada,1-8 ,15,38
239,Crash Bash,PS,2000.0,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,68,8.1,EurocomEntertainmentSoftware,1-4 ,12,172
240,LEGO Batman: The Videogame,X360,2008.0,Action,Warner Bros. Interactive Entertainment,2.03,1.03,0.0,0.32,3.38,76,7.9,Traveller'sTales,No Online Multiplayer,49,107
241,Metal Gear Solid V: The Phantom Pain,PS4,2015.0,Action,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38,93,8.2,"KojimaProductions,MobyDickStudio",Up to 16 ,86,5583
242,The Legend of Zelda: Spirit Tracks,DS,2009.0,Action,Nintendo,1.43,0.94,0.74,0.27,3.38,87,8.0,Nintendo,No Online Multiplayer,75,315
243,The Legend of Zelda: Majora's Mask,N64,2000.0,Action,Nintendo,1.9,0.67,0.73,0.06,3.36,95,9.2,Nintendo,1 Player,27,1198
244,Assassin's Creed IV: Black Flag,X360,2013.0,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34,86,8.0,Ubisoft,Up to 8 ,35,827
245,Ratchet & Clank,PS2,2002.0,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33,88,8.8,InsomniacGames,1 Player,43,411
246,Mario Party 9,Wii,2012.0,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32,73,6.9,NdCube,No Online Multiplayer,45,211
247,Star Wars Episode III: Revenge of the Sith,PS2,2005.0,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,60,7.4,DoubleHelixGames,1-2 ,34,108
248,Max Payne,PS2,2001.0,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,80,8.4,RockstarToronto,1 Player,21,121
249,The Lord of the Rings: The Return of the King,PS2,2003.0,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,85,8.6,EAGames,1-2 ,31,162
250,Assassin's Creed Syndicate,PS4,2015.0,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28,76,6.8,UbisoftQuebec,No Online Multiplayer,86,1955
251,Destiny,XOne,2014.0,Shooter,Activision,2.13,0.92,0.0,0.23,3.28,75,5.5,"BungieSoftware,Bungie",Up to 16 ,11,1767
252,True Crime: Streets of LA,PS2,2003.0,Action,Activision,1.89,1.05,0.02,0.31,3.27,77,7.9,"Luxoflux,Inc.",1 Player,39,106
253,Wii Music,Wii,2008.0,Misc,Nintendo,1.36,1.13,0.46,0.32,3.27,63,4.7,Nintendo,1-4 ,43,133
254,FIFA 16,XOne,2015.0,Sports,Electronic Arts,0.88,2.11,0.0,0.23,3.23,84,4.4,EASports,Up to 22 ,45,480
255,L.A. Noire,PS3,2011.0,Adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23,89,7.8,TeamBondi,No Online Multiplayer,78,1144
256,Madden NFL 16,PS4,2015.0,Sports,Electronic Arts,2.33,0.3,0.0,0.59,3.22,83,5.7,EASports,2 ,37,197
257,WWF SmackDown! 2: Know Your Role,PS,2000.0,Fighting,THQ,1.76,1.21,0.07,0.16,3.2,90,8.4,Yuke's,1-4 ,15,56
258,Dance Central,X360,2010.0,Misc,MTV Games,2.15,0.77,0.01,0.26,3.19,82,8.0,HarmonixMusicSystems,No Online Multiplayer,63,85
259,Enter the Matrix,PS2,2003.0,Action,Atari,1.78,1.12,0.09,0.19,3.18,62,8.2,ShinyEntertainment,1 Player,30,153
260,Super Mario Maker,WiiU,2015.0,Platform,Nintendo,1.18,0.87,0.93,0.2,3.18,88,8.7,Nintendo,No Online Multiplayer,85,840
261,Fallout: New Vegas,PS3,2010.0,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17,82,8.0,ObsidianEntertainment,No Online Multiplayer,57,668
262,Ace Combat 04: Shattered Skies,PS2,2001.0,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,89,8.7,Namco,1-2 ,22,135
263,LEGO Batman: The Videogame,DS,2008.0,Action,Warner Bros. Interactive Entertainment,1.79,1.06,0.0,0.29,3.15,72,8.0,TTFusion,No info,16,21
264,Sonic Rush,DS,2005.0,Platform,Sega,1.22,1.57,0.06,0.29,3.15,82,8.1,"DimpsCorporation,SonicTeam",No Online Multiplayer,43,149
265,Resident Evil 6,PS3,2012.0,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15,74,5.6,Capcom,Up to 4 ,34,1467
266,Halo: The Master Chief Collection,XOne,2014.0,Shooter,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15,85,7.6,343Industries,Up to 16 ,69,1601
267,FIFA Soccer 08,PS2,2007.0,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14,83,6.9,EACanada,4  Online,12,46
268,Spider-Man,PS,2000.0,Action,Activision,1.7,1.25,0.02,0.16,3.13,87,8.8,NeversoftEntertainment,1 Player,19,232
269,The Elder Scrolls IV: Oblivion,PS3,2007.0,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12,93,8.1,4JStudios,No Online Multiplayer,45,672
270,Heavy Rain,PS3,2010.0,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12,87,7.8,QuanticDream,No Online Multiplayer,107,3105
271,Mass Effect 2,X360,2010.0,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11,96,8.9,BioWare,No Online Multiplayer,98,3503
272,Dragon Ball Z: Budokai,PS2,2002.0,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,67,7.9,DimpsCorporation,1-2 ,28,91
273,Madden NFL 2002,PS2,2001.0,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,94,7.3,EASports,1-8 ,23,49
274,Borderlands 2,X360,2012.0,Shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07,89,8.3,GearboxSoftware,Up to 4 ,59,966
275,The Legend of Zelda: A Link Between Worlds,3DS,2013.0,Action,Nintendo,1.4,0.99,0.46,0.22,3.07,91,9.0,Nintendo,No Online Multiplayer,81,1505
276,Mass Effect 3,X360,2012.0,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07,93,5.9,BioWare,Up to 4 ,74,3740
277,Far Cry 3,X360,2012.0,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04,91,8.6,UbisoftMontreal,Up to 4 ,39,1406
278,Saints Row 2,X360,2008.0,Action,THQ,1.94,0.8,0.02,0.27,3.03,81,8.2,VolitionInc.,Up to 12 ,75,350
279,Killzone 2,PS3,2009.0,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02,91,8.1,Guerrilla,Up to 32 ,94,1672
280,WWE SmackDown! Shut Your Mouth,PS2,2002.0,Sports,THQ,1.45,1.13,0.07,0.38,3.02,82,8.6,Yuke's,1-6 ,27,77
281,Gears of War: Ultimate Edition,XOne,2015.0,Shooter,Microsoft Game Studios,2.38,0.32,0.0,0.31,3.0,82,7.7,"SplashDamage,TheCoalition",Up to 8 ,74,714
282,NBA 2K13,X360,2012.0,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3.0,88,7.2,VisualConcepts,No info,41,136
283,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007.0,Fighting,Atari,1.15,0.0,0.76,1.09,3.0,73,9.0,"Spike,NamcoBandaiGames",1-2 ,24,349
284,Devil May Cry,PS2,2001.0,Action,Capcom,1.36,0.86,0.64,0.13,2.99,94,8.6,Capcom,1 Player,37,790
285,Animal Crossing: Happy Home Designer,3DS,2015.0,Simulation,Nintendo,0.47,1.0,1.39,0.12,2.98,66,6.9,Nintendo,No Online Multiplayer,60,129
286,Battlefield: Bad Company 2,PS3,2010.0,Shooter,Electronic Arts,1.33,1.12,0.08,0.45,2.97,88,8.5,EADICE,Up to 24 ,59,623
287,The Sims 4,PC,2014.0,Simulation,Electronic Arts,0.96,1.72,0.0,0.29,2.97,70,4.1,Maxis,No Online Multiplayer,75,2396
288,Star Wars: The Old Republic,PC,2011.0,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38,2.97,85,6.0,"LucasArts,BioWare",Massively Multiplayer,73,2773
289,Kirby Super Star Ultra,DS,2008.0,Platform,Nintendo,1.57,0.04,1.19,0.15,2.96,76,8.8,HALLabs,No Online Multiplayer,40,125
290,Hitman 2: Silent Assassin,PS2,2002.0,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,85,7.9,IoInteractive,1 Player,19,95
291,Street Fighter IV,X360,2009.0,Fighting,Capcom,1.82,0.71,0.15,0.26,2.95,93,7.3,Capcom,2  Online,77,322
292,Wave Race 64,N64,1996.0,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94,92,8.3,Nintendo,1-2 ,13,104
293,SOCOM II: U.S. Navy SEALs,PS2,2003.0,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,87,8.8,ZipperInteractive,1-16 ,42,109
294,Pac-Man Collection,GBA,2001.0,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94,79,7.4,MassMedia,No info,13,7
295,Mass Effect,X360,2007.0,Role-Playing,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93,91,8.7,BioWare,No Online Multiplayer,74,1913
296,Cooking Mama: Cook Off,Wii,2007.0,Simulation,505 Games,1.43,1.13,0.05,0.3,2.91,61,5.6,OfficeCreate,No Online Multiplayer,37,25
297,FIFA 14,PS4,2013.0,Sports,Electronic Arts,0.61,1.85,0.11,0.33,2.9,87,6.2,EACanada,Up to 22 ,26,709
298,Titanfall,XOne,2014.0,Shooter,Electronic Arts,1.84,0.8,0.04,0.22,2.9,86,6.7,RespawnEntertainment,Up to 12 ,68,2507
299,Sonic Mega Collection Plus,PS2,2004.0,Misc,Sega,1.54,1.14,0.0,0.22,2.9,73,8.6,SonicTeam,1-2 ,21,47
300,Sega Superstars Tennis,X360,2008.0,Sports,Sega,1.75,0.86,0.0,0.28,2.9,67,7.0,SumoDigital,Up to 8 ,45,23
301,Call of Duty: Finest Hour,PS2,2004.0,Shooter,Activision,1.51,1.12,0.01,0.24,2.89,76,7.6,SparkUnlimited,16  Online,49,98
302,Syphon Filter,PS,1999.0,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88,90,8.8,Eidetic,1 Player,19,155
303,Call of Duty: Ghosts,XOne,2013.0,Shooter,Activision,1.87,0.77,0.0,0.22,2.86,78,4.3,InfinityWard,Up to 18 ,7,724
304,Madden NFL 13,X360,2012.0,Sports,Electronic Arts,2.53,0.16,0.0,0.17,2.86,81,5.8,EATiburon,Up to 6 ,36,182
305,Mortal Kombat,PS3,2011.0,Fighting,Warner Bros. Interactive Entertainment,1.98,0.55,0.0,0.32,2.85,84,8.5,NetherRealmStudios,Up to 8 ,60,576
306,Command & Conquer: Red Alert,PC,1996.0,Strategy,Virgin Interactive,1.37,1.34,0.0,0.14,2.85,90,8.8,WestwoodStudios,1-6 ,7,360
307,Skylanders: Spyro's Adventure,Wii,2011.0,Action,Activision,1.4,1.14,0.0,0.31,2.85,81,5.9,ToysforBob,No info,11,42
308,Assassin's Creed: Brotherhood,PS3,2010.0,Action,Ubisoft,1.87,0.57,0.11,0.3,2.84,90,8.3,UbisoftMontreal,Up to 8 ,59,1092
309,BioShock,X360,2007.0,Shooter,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83,96,8.9,"IrrationalGames,2KMarin",No Online Multiplayer,88,2572
310,Madden NFL 10,X360,2009.0,Sports,Electronic Arts,2.52,0.09,0.0,0.22,2.83,85,6.1,EATiburon,2 ,58,94
311,Medal of Honor,PS3,2010.0,Shooter,Electronic Arts,1.28,1.05,0.07,0.43,2.83,75,7.5,"EADICE,DangerClose",Up to 24 ,56,301
312,Metroid Prime,GC,2002.0,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82,97,9.2,RetroStudios,1 Player,70,1113
313,Need for Speed: Hot Pursuit,PS3,2010.0,Racing,Electronic Arts,1.05,1.25,0.03,0.48,2.81,89,7.4,CriterionGames,Up to 8 ,59,356
314,WWE SmackDown! Here Comes the Pain,PS2,2003.0,Fighting,THQ,1.32,1.06,0.04,0.38,2.8,85,8.9,Yuke's,1-6 ,27,221
315,Star Wars: The Force Unleashed,X360,2008.0,Action,LucasArts,1.74,0.8,0.0,0.26,2.8,73,6.8,LucasArts,No Online Multiplayer,74,461
316,Yoshi's Island DS,DS,2006.0,Platform,Nintendo,1.47,0.07,1.1,0.15,2.8,81,7.5,Artoon,1 Player,42,92
317,Killzone 3,PS3,2011.0,Shooter,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79,84,8.0,Guerrilla,No info,85,1059
318,WWF SmackDown! Just Bring It,PS2,2001.0,Fighting,THQ,1.19,1.15,0.04,0.41,2.79,76,7.3,Yuke's,1-4 ,24,55
319,Battlefield 3,PC,2011.0,Shooter,Electronic Arts,0.89,1.43,0.0,0.48,2.79,89,7.6,EADICE,No info,61,5302
320,NBA Street,PS2,2001.0,Sports,Electronic Arts,2.19,0.22,0.0,0.38,2.79,89,8.4,NuFX,1-2 ,22,45
321,Jak II,PS2,2003.0,Platform,Sony Computer Entertainment,1.68,0.74,0.0,0.36,2.78,87,8.3,NaughtyDog,1 Player,47,348
322,Ratchet & Clank: Going Commando,PS2,2003.0,Platform,Sony Computer Entertainment,1.44,0.83,0.26,0.25,2.78,90,8.9,InsomniacGames,1 Player,46,350
323,Tekken 6,PS3,2009.0,Fighting,Namco Bandai Games,1.2,0.98,0.17,0.43,2.78,79,7.5,NamcoBandaiGames,2 ,63,265
324,The Sims,PS2,2003.0,Simulation,Electronic Arts,1.41,1.12,0.0,0.24,2.77,83,7.6,EdgeofReality,1-2 ,33,53
325,Sonic and the Secret Rings,Wii,2007.0,Platform,Sega,1.24,1.2,0.04,0.3,2.77,69,6.3,SonicTeam,No Online Multiplayer,44,240
326,Saints Row: The Third,X360,2011.0,Action,THQ,1.25,1.15,0.07,0.3,2.77,84,7.7,VolitionInc.,No Online Multiplayer,70,526
327,Assassin's Creed IV: Black Flag,PS4,2013.0,Action,Ubisoft,1.07,1.31,0.06,0.31,2.74,83,7.9,Ubisoft,Up to 8 ,29,2240
328,L.A. Noire,X360,2011.0,Adventure,Take-Two Interactive,1.52,0.94,0.02,0.24,2.72,89,7.9,TeamBondi,No Online Multiplayer,83,951
329,Call of Duty 3,X360,2006.0,Shooter,Activision,1.49,0.93,0.02,0.27,2.71,82,6.6,Treyarch,1-4 ,71,276
330,The Legend of Zelda: A Link to the Past,GBA,2002.0,Action,Nintendo,1.75,0.52,0.33,0.1,2.7,95,9.0,Capcom,No info,30,524
331,Onimusha: Warlords,PS2,2001.0,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7,86,8.3,Capcom,1 Player,23,115
332,Mortal Kombat X,PS4,2015.0,Fighting,Warner Bros. Interactive Entertainment,1.47,0.76,0.0,0.47,2.7,83,7.8,"WarnerBros.InteractiveEntertainment,NetherRealmStudios",Up to 10 ,81,1058
333,Madden NFL 12,X360,2011.0,Sports,Electronic Arts,2.42,0.11,0.0,0.16,2.69,78,6.0,EATiburon,6  Online,55,100
334,LEGO Star Wars II: The Original Trilogy,PS2,2006.0,Action,LucasArts,1.85,0.64,0.01,0.19,2.69,84,8.7,Traveller'sTales,1-2 ,32,66
335,Madden NFL 11,X360,2010.0,Sports,Electronic Arts,2.38,0.12,0.0,0.18,2.69,84,5.8,EATiburon,Up to 6 ,47,123
